idx1,idx2,t_x,t_y,t_z,q_w,q_x,q_y,q_z
643,456,-4.313007446231387,-5.608215303501441,-1.0449519250691799,0.999460949526575,0.022677865580311325,0.009625452359337422,-0.021699664767831965
0,456,1.0719232450104408,1.5617414452545286,-0.45600918556239883,-0.5525744894301976,-0.005783675741348979,-0.007638892874395577,0.8334084413068594
645,189,-0.6795098685570475,4.446762927735716,-0.29771067958883296,0.7671076092184667,0.004116772419687128,0.005413391046454033,0.6414823951297111
2,458,-3.7277938463075477,-1.1196560389340415,-0.48869035197760274,0.7505327727822836,-0.0205651535446361,-0.017513275733730432,-0.6602809376413171
189,270,-7.583520467818672,-2.4706402879554736,-0.06921220326673755,-0.03370331988764658,0.00027136692993074714,0.006558850731210286,0.9994103231734331
646,189,-0.4960349807055966,3.6482092369582197,-0.2401623619922691,0.7514365407369901,-0.0036689295821950058,0.019227202875012145,-0.6595149572758376
3,273,3.76142716048929,-9.104621927085176,-2.4577359513451285,0.9584017585633297,-0.0926155804882911,0.00027280938453792916,0.2699784232278084
189,273,14.369223323688443,-1.1759655198456094,0.3004784677826829,0.7070713370824394,-0.03106977978686542,-0.0053595050266267655,0.7064390056942754
273,458,0.44172201406529404,9.966053581581981,0.0670781532331774,0.9955442644444367,-0.00435202951184278,-0.003814798888874365,0.09411761089377037
647,635,-7.216589049034394,-1.7208055965945779,-0.16953660187252,0.9989626180742313,-0.03924188531914488,-0.015064627792777887,-0.01751625291955434
179,192,5.765961699800424,2.8239172529036556,0.6406631172093914,0.921416906766248,-0.0016740310546892781,0.009982624692256607,0.3884435979001338
191,635,-5.2596128154689055,3.877530953164843,0.1317533134030296,0.923481541375735,-0.04764612092835386,0.0035507634112499596,-0.3806561203737233
459,635,-3.9845081826305146,5.648118684157874,0.05401497033163929,0.7455800847013626,-0.01757942224906584,-0.02635765447606051,-0.6656625085286226
648,461,3.2837221377938053,8.004792428831555,-0.07252360252526946,-0.5039334780246035,-0.013353998877319173,-0.009836083607102222,0.8635832165456234
191,274,33.623244330001434,-13.51052170768857,-1.0024224068113414,0.9978550697454657,-0.0028952008298101972,-0.05977059799685881,0.02653965354944977
649,178,3.205375151286346,2.638997541520244,-1.052793869215971,-0.41474082348898417,-0.05821802163104883,0.04257728451465301,0.9070765602375603
6,178,-3.680940138182192,0.674557111796023,-0.3017293394526947,0.9958069405916706,0.02474882237223797,-0.01966514788942495,-0.08584471340234819
7,178,-25.686300286217808,-20.388898454626045,0.09623005296922292,0.6340894081565345,0.0236853522969467,0.014490139211252102,0.7727610642468368
177,274,11.312695065279346,-0.8291243036945805,-0.630386572871764,0.9564120273606013,-0.0066880303330401885,0.05665377136107925,-0.2863942289237258
192,446,-3.1803982850404866,-0.5729124204684594,-0.26010086470082017,0.5877436310330967,-0.03537631979890087,0.018169349185944598,0.8080691894433768
275,462,0.7759789836984599,3.9338397563217358,-0.008667149784010154,0.8489670631675653,0.006650793656755094,-0.02660534994926838,0.5277336903727594
650,177,-5.735351308475157,1.287157512798554,-2.6219879958938055,0.4276756591126696,0.15355942694552743,-0.08022175511596935,0.8871738854389359
8,193,1.576183519662043,18.533292015147094,-1.1323385173460403,-0.6393004815214042,0.024650748563738112,0.008970855928108826,0.7685094395423294
177,463,9.167475416379197,-0.473634061603929,0.3470669638607221,0.7365109686746303,0.029910530914561292,-0.012450047738551032,0.6756492799327729
275,633,4.768677408300361,3.854091924986002,-1.4277898118465433,0.8146749412858886,0.05458507650188336,0.005040218564230817,-0.5773212326434413
651,9,10.096085408261025,-5.119455414741682,-0.010065687529848787,0.9975222120518202,-0.0032825288685561452,0.00150126913715847,-0.07025957342916624
9,176,-7.069161515520564,-0.6842672697871749,-0.13726049995967088,0.19288228537061472,-0.0049435939791197935,-0.001204293631495872,0.9812087110017049
176,276,9.053494344381713,-2.604988246385704,-0.10909919866956243,0.9982760623177891,0.044804765803797865,-0.005197820474263848,0.03755554588704041
195,445,11.775240530184389,-4.869429992341709,0.6491185460934255,0.412929587395264,-0.01910869329767379,-0.009217315330172438,0.9105158179801912
277,464,-66.17623302393457,3.8314606988654667,2.368583948952827,0.4550012814126891,-0.0821379155610692,0.061287555790636,0.8845739269531424
652,175,-2.6756640786441213,-4.28851709570512,-0.578861907015299,0.7758044051543157,-0.008543212785808347,0.02008821442393243,0.6305957517298327
9,196,2.1377243633942102,-1.2279410942815039,-0.01278380160891384,0.6170700294452517,-0.004232638182267471,0.0006082599051498221,0.7868966218979097
176,196,-10.07706653788974,-2.875354107989346,0.11675775654671426,0.8937143282308129,0.03523056343451088,0.01941920712032504,-0.446829275350051
277,465,5.821089151734834,13.078842882041066,0.17198498359869863,0.9959532380307792,0.012830702225070559,-0.00526451393953163,-0.08879642802161655
653,278,-3.6005498472410014,-2.0086550199230944,0.24890100279653118,0.9947415834790255,0.0066775996215741274,0.0027220726389196076,0.10216252777551792
11,279,0.6858527299373258,5.5827043056771455,-0.6029627067983426,-0.5023755392078832,0.0021311461064817093,0.024256009724215485,0.8643066133115725
174,466,-4.77434460032801,3.0285464398684137,-0.07247791390314715,-0.029221814529111812,-0.02939816674614612,-0.017483667458252784,0.9989875648474316
278,442,12.479381740727055,1.311608002187426,-0.2221215393395581,0.287672623164807,0.02307702018043153,-0.041913643563264026,0.9565328846957236
465,630,3.0441881299134295,0.5121494799608429,-0.1584260920637587,0.7807419354867899,0.030525272759745214,0.02574176683913928,0.62357645829143
654,467,9.66897831610307,-3.2994906683891116,-0.37527192640313056,0.9340219135612223,0.004235941492896645,0.010062380190316241,-0.35704883460390513
12,442,-13.335779630563245,5.03485180478123,0.0023270119697795678,0.6622688188546273,-0.001865437290082791,-0.04020748011845494,0.7481843958939117
197,442,-4.615422182253649,-0.710691217913891,-0.12943163335074548,0.9935267138951571,-0.03414112301508624,-0.0329570104649803,-0.1032128284525256
442,467,9.5367431640625e-07,3.129357844572593e-11,0.0019531249999999998,0.9999999695744091,3.530633702655363e-05,-8.623623056646141e-09,-0.0002441406224223774
655,467,-1.2680623680017615,-1.2853160274362299,-0.12581535662645474,-0.12493656010357429,0.008861639272649383,0.006146606308377642,0.9921061165670623
172,281,1.271404327962531,-2.272687474285677,-0.11745048551310976,0.977692577705026,0.04033091632763478,0.009039182964864247,-0.20593429500693333
199,468,2.0029409014452373,1.2783306603851816,0.03353401601261443,0.9909659099728534,-0.002787592668787777,-0.0008813293490056892,0.13408213101441244
656,468,-2.0841372699782292,0.021967495061477035,0.08148572945855564,0.8980027456378555,-0.022003452331166524,0.01597186448204609,0.43914896841203
200,282,2.026908189757701,0.14439410408164982,0.02473861874770145,0.7234142297689645,0.0018472242737325119,0.00706319400620514,-0.6903756594932131
13,201,4.563235072248699,12.405425168635249,-0.4987041528962166,-0.006530961290255102,-0.0010726958317969237,-0.0041609098753272716,0.9999694408817137
201,282,2.9142751374969436,8.270092404260986,0.3776725313531855,0.1160631488129458,0.001141620588903899,-0.004831484587021182,0.993229429158611
658,470,1.3761672965512568,0.7646350247675945,-0.03665905283850249,0.2769156989846998,-0.007348791766121088,0.004467739223667531,0.9608557280995013
16,470,-7.973426423760612,2.1422314466443946,0.2615790485390903,0.6524102887338972,-0.002764114623907677,0.004482935996977069,0.7578476615450797
659,17,9.560011273184033,-2.1503452370635583,0.035181847438671476,0.9996129422329351,-0.0014169942008399226,-0.0075497531815368404,-0.026738718644454772
17,203,-8.40997616618856,-4.437791422768068,-5.303962963615218,0.904482478646728,0.01446935529638356,0.1351772788400912,-0.4042637590283928
660,204,-1.8728848412943853,-2.347986217341417,0.04548193327737283,0.8349147802939326,-0.006152705677861621,0.007385990541609812,0.5502952852817249
204,285,8.373525794180695,-1.5833080788570428,0.11312026238258614,0.9691565898074366,0.0007633163474060505,-0.00034996681958228345,0.2464443127852601
661,286,-4.552604711006374,2.402393768405574,0.11502971849164365,0.9808950450930342,-0.0024216105318350767,-0.005129174393765094,-0.1944549764968873
662,288,-0.7163899354616962,7.182158075050173,-0.04358054505353541,-0.16066541875856244,0.0009015456047194793,0.008535716712142491,0.9869716064664011
165,287,5.107629288095602,-3.9327219645925053,0.014027033652465232,0.740319901056439,0.015899863348890795,-0.03562697819634714,0.6711217153913797
663,288,2.595181944459722,-1.9363194582695658,-0.1270125115078301,-0.38017767172124284,-0.004836379341964202,0.0021569799316009603,0.9248983159229182
165,289,-14.07831530648882,5.228870875287878,0.06357608663720643,0.9991837038748015,0.03422777973588703,-0.02139792968957677,0.0015854369695461829
664,20,4.131250135187517,6.800706294789316,0.02839915407936645,0.42446650418917176,0.00022447000513845585,-0.005739593020829249,0.9054254212836064
20,290,-3.4072571969297187,12.887950358752452,-0.003775873367959133,-0.26165976583361983,-0.004877739157825812,-0.014222527167255715,0.9650430530943064
207,290,7.083721559012603,-10.005160927724841,0.11446863617575469,0.8924270863467504,0.0017864995202458924,0.001253533312006412,0.45118636130577977
